"","range","y_lower","y_upper","y","delta","language","predictor","psychometric"
"53",3.02,36.0120819892829,45.0649631464584,40.6595582477722,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"54",3.03,35.9642919624913,45.0005461279205,40.601214547824,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"55",3.04,35.9161040203763,44.9344992201287,40.5418122447077,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"56",3.05,35.8675138505461,44.866829662587,40.4813538120217,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"57",3.06,35.8167218625898,44.7975446947991,40.4198417233642,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"58",3.07,35.763675593752,44.7266515562689,40.3572784523333,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"59",3.08,35.7101922182729,44.6541574865004,40.2936664725272,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"60",3.09,35.6562680766957,44.5800697249974,40.2290082575441,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"61",3.1,35.6018995095636,44.5048729028207,40.1633062809823,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"62",3.11,35.5470828574198,44.4287011652396,40.0965630164399,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"63",3.12,35.4897620300186,44.350974807733,40.0287809375152,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"64",3.13,35.4205639292954,44.2717006308044,39.9599625178063,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"65",3.14,35.3507236674644,44.1908854349575,39.8901102309114,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"66",3.15,35.2802418830565,44.1085360206959,39.8192265504289,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"67",3.16,35.2091192146032,44.0246591885231,39.7473139499567,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"68",3.17,35.1373563006358,43.9392617389429,39.6743749030933,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"69",3.18,35.0649537796853,43.8523504724587,39.6004118834366,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"70",3.19,34.9872997314218,43.7698337640149,39.525427364585,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"71",3.2,34.8939526461754,43.6982939350749,39.4494238201368,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"72",3.21,34.7999380494291,43.6254058137941,39.37240372369,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"73",3.22,34.7052584561519,43.5511718274688,39.2943695488428,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"74",3.23,34.609916381313,43.4755944033951,39.2153237691935,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"75",3.24,34.5139143398814,43.3986759688694,39.1352688583403,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"76",3.25,34.4172548468263,43.3204189511877,39.0542072898813,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"77",3.26,34.3199404171168,43.2408257776463,38.9721415374149,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"78",3.27,34.2219735657219,43.1598988755415,38.8890740745391,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"79",3.28,34.1233568076107,43.0776406721694,38.8050073748522,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"80",3.29,34.0240926577524,42.9940535948264,38.7199439119524,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"81",3.3,33.9241836311161,42.9091400708085,38.6338861594378,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"82",3.31,33.8236322426708,42.822902527412,38.5468365909068,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"83",3.32,33.7224410073855,42.7353433919332,38.4587976799575,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"84",3.33,33.6206124402295,42.6464650916682,38.369771900188,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"85",3.34,33.5181490561718,42.5569658645565,38.2797617251966,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"86",3.35,33.4150533701816,42.466194915711,38.1887696285816,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"87",3.36,33.3113278972278,42.374113637724,38.096798083941,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"88",3.37,33.2069751522797,42.2807244365544,38.0038495648732,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"89",3.38,33.1019976503062,42.1860297181613,37.9099265449763,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"90",3.39,32.9963979062766,42.0900318885035,37.8150314978485,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"91",3.4,32.8901784351598,41.9927333535398,37.719166897088,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"92",3.41,32.783341751925,41.8941365192291,37.622335216293,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"93",3.42,32.6758903715413,41.7942437915303,37.5245389290617,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"94",3.43,32.5678268089777,41.6930575764024,37.4257805089923,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"95",3.44,32.4591535792035,41.5905802798042,37.3260624296831,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"96",3.45,32.3498731971875,41.4868143076945,37.2253871647322,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"97",3.46,32.239988177899,41.3817620660322,37.1237571877378,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"98",3.47,32.1295010363071,41.2754259607764,37.0211749722982,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"99",3.48,32.0184142873808,41.1678083978857,36.9176429920114,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"100",3.49,31.9069473001263,41.0589117833192,36.8131637204758,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"101",3.5,31.7989336384395,40.9487385230356,36.7077396312895,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"102",3.51,31.6902897169978,40.8496322732875,36.6013731980509,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"103",3.52,31.58101772123,40.7560561697208,36.4940668943579,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"104",3.53,31.4711198365651,40.6612773736139,36.3858231938088,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"105",3.54,31.3605982484319,40.5652958210338,36.276644570002,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"106",3.55,31.2494551422594,40.4681114480474,36.1665334965355,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"107",3.56,31.1376927034762,40.3697241907212,36.0554924470074,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"108",3.57,31.0253131175115,40.2701339851225,35.9435238950162,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"109",3.58,30.912318569794,40.1693407673178,35.83063031416,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"110",3.59,30.7987112457527,40.0673444733743,35.7168141780369,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"111",3.6,30.6844933308164,39.9641450393585,35.6020779602451,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"112",3.61,30.5696670104139,39.8603616218588,35.4864241343829,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"113",3.62,30.4542344699743,39.7560564798529,35.3698551740485,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"114",3.63,30.3381978949263,39.6505514532096,35.2523735528401,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"115",3.64,30.2215594706988,39.5438462393442,35.1339817443558,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"116",3.65,30.1043213827207,39.4359405356723,35.0146822221938,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"117",3.66,29.986485816421,39.3268340396096,34.8944774599526,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"118",3.67,29.8680549572284,39.2165264485716,34.77336993123,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"119",3.68,29.7490309905719,39.1050174599738,34.6513621096244,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"120",3.69,29.6294161018803,38.9923067712318,34.5284564687341,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"121",3.7,29.5092124765825,38.878394079761,34.404655482157,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"122",3.71,29.3884223001075,38.7632790829772,34.2799616234916,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"123",3.72,29.2670477578841,38.6469614782959,34.154377366336,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"124",3.73,29.1450910353411,38.5294409631325,34.0279051842884,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"125",3.74,29.0225543179075,38.4107172349027,33.900547550947,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"126",3.75,28.899439791012,38.2907899910219,33.7723069399099,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"127",3.76,28.7757496400837,38.1696589289058,33.6431858247754,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"128",3.77,28.6514860505514,38.04732374597,33.5131866791418,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"129",3.78,28.526651207844,37.9237841396299,33.3823119766072,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"130",3.79,28.4012472973904,37.7990398073011,33.2505641907699,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"131",3.8,28.2752765046193,37.6730904463992,33.1179457952278,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"132",3.81,28.1487410149598,37.5459357543397,32.9844592635794,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"133",3.82,28.0216430138407,37.4044110889898,32.8501070694229,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"134",3.83,27.8939846866908,37.2440929783617,32.7148916863563,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"135",3.84,27.7657682189392,37.0826148568254,32.578815587978,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"136",3.85,27.6369957960145,36.9199819286092,32.441881247886,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"137",3.86,27.5076696033458,36.7686249242253,32.3040911396788,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"138",3.87,27.3777918263619,36.6184699413782,32.1654477369544,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"139",3.88,27.2473646504916,36.4671293590623,32.0259535133108,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"140",3.89,27.116390261164,36.3146060540917,31.8856109423467,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"141",3.9,26.9848708438077,36.1609029032799,31.7444224976599,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"142",3.91,26.8528085838519,36.0060227834408,31.6023906528488,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"143",3.92,26.7202056667252,35.8499685713878,31.4595178815114,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"144",3.93,26.5870642778566,35.6951960325755,31.3158066572462,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"145",3.94,26.4533866026751,35.5398766384401,31.1712594536513,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"146",3.95,26.3191748266093,35.383379200707,31.0258787443247,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"147",3.96,26.1844311350882,35.2257060653917,30.8796670028647,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"148",3.97,26.0491577135409,35.0668595785103,30.7326267028697,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"149",3.98,25.913356747396,34.906842086078,30.5847603179378,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"150",3.99,25.7770304220824,34.7652379687624,30.436070321667,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"151",4,25.6401809230291,34.6372627541083,30.2865591876557,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"152",4.01,25.502810435665,34.5079951422859,30.1362293895021,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"153",4.02,25.3649211454189,34.3774311584027,29.9850834008043,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"154",4.03,25.2265152377197,34.2455668275664,29.8331236951607,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"155",4.04,25.0875948979963,34.1123981748846,29.6803527461693,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"156",4.05,24.9481623116776,33.9779212254647,29.5267730274283,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"157",4.06,24.8082196641924,33.8421320044143,29.372387012536,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"158",4.07,24.6677691409696,33.7050265368412,29.2171971750906,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"159",4.08,24.5268129274382,33.5666008478529,29.0612059886903,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"160",4.09,24.3853532090269,33.4268509625568,28.9044159269333,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"161",4.1,24.2433921711648,33.2857729060608,28.7468294634178,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"162",4.11,24.1009319992805,33.1433627034722,28.5884490717419,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"163",4.12,23.957974878803,32.9996163798986,28.4292772255038,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"164",4.13,23.8145229951614,32.8545299604478,28.269316398302,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"165",4.14,23.6705785337842,32.7080994702271,28.1085690637344,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"166",4.15,23.5261436801006,32.5603209343443,27.9470376953994,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"167",4.16,23.3812206195394,32.4111903779069,27.784724766895,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"168",4.17,23.2358115375293,32.2607038260225,27.6216327518194,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"169",4.18,23.0899186194994,32.1088573037986,27.457764123771,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"170",4.19,22.9435440508786,31.955646836343,27.293121356348,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"171",4.2,22.7966900170955,31.8010684487629,27.1277069231483,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"172",4.21,22.6493587035793,31.6451181661664,26.9615232977706,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"173",4.22,22.5015522957587,31.4877920136606,26.7945729538126,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"174",4.23,22.3532729790626,31.3290860163533,26.6268583648728,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"175",4.24,22.20452293892,31.1689961993521,26.4583820045492,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"176",4.25,22.0553043607596,31.0075185877645,26.2891463464403,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"177",4.26,21.9056194300104,30.8446492066981,26.119153864144,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"178",4.27,21.7554703321012,30.6803840812606,25.9484070312586,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"179",4.28,21.604859252461,30.5147192365594,25.7769083213824,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"180",4.29,21.4537883765186,30.3482757915305,25.6046602081135,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"181",4.3,21.3022598897029,30.1804362197723,25.4316651650502,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"182",4.31,21.1502759774428,30.0111832149544,25.2579256657906,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"183",4.32,20.9978388251672,29.8405126676236,25.0834441839329,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"184",4.33,20.8449506183048,29.6684204683268,24.9082231930753,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"185",4.34,20.6916135422847,29.4949025076111,24.7322651668161,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"186",4.35,20.5378297825357,29.3199546760232,24.5555725787534,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"187",4.36,20.3836015244866,29.1435728641101,24.3781479024855,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"188",4.37,20.2289309535665,28.9657529624188,24.1999936116106,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"189",4.38,20.073820255204,28.7864908614959,24.0211121797268,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"190",4.39,19.9182716148283,28.6057824518888,23.8415060804324,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"191",4.4,19.762287217868,28.4236236241439,23.6611777873255,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"192",4.41,19.6058692497522,28.2400102688084,23.4801297740044,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"193",4.42,19.4490198959094,28.054938276429,23.2983645140671,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"194",4.43,19.291741341769,27.8684035375529,23.1158844811121,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"195",4.44,19.1340357727596,27.6804019427268,22.9326921487376,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"196",4.45,18.9759053743101,27.4909293824976,22.7487899905414,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"197",4.46,18.8173523318495,27.2999817474124,22.5641804801222,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"198",4.47,18.6553112272176,27.1075549280178,22.3788660910779,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"199",4.48,18.4924697040565,26.9136448148609,22.1928492970067,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"200",4.49,18.3292087727274,26.7247541450271,22.0061325715069,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"201",4.5,18.1573721867303,26.5524546328619,21.8187183881768,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"202",4.51,17.9750866586188,26.3785351322548,21.6306092206144,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"203",4.52,17.790651575574,26.2029878198668,21.4418075424179,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"204",4.53,17.6053133029061,26.0258048723582,21.2523158271858,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"205",4.54,17.4198011988907,25.8469784663896,21.0621365485159,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"206",4.55,17.2341220791721,25.6665007786215,20.8712721800067,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"207",4.56,17.0450254386387,25.4860862114355,20.6797251952562,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"208",4.57,16.8517586140678,25.3042299131217,20.4874980678628,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"209",4.58,16.6703655342337,25.0998331821299,20.2945932714246,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"210",4.59,16.5048965170497,24.8882484179547,20.1010132795397,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"211",4.6,16.3391117229873,24.6751663710308,19.9067605658066,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"212",4.61,16.1730141646847,24.4605831330323,19.7118376038231,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"213",4.62,16.0066068547803,24.244494795634,19.5162468671877,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"214",4.63,15.8398928059122,24.0268974505104,19.3199908294985,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"215",4.64,15.6728750307187,23.807787189336,19.1230719643537,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"216",4.65,15.5055565418382,23.5874381617397,18.9254927453516,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"217",4.66,15.3379403519088,23.36581096444,18.7272556460903,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"218",4.67,15.1700294735688,23.1426496262347,18.528363140168,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"219",4.68,15.0018269194564,22.9179500978978,18.3288177011828,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"220",4.69,14.8333357022102,22.6917083302037,18.1286218027333,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"221",4.7,14.664558834468,22.4639202739263,17.9277779184172,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"222",4.71,14.4954993288682,22.2345818798398,17.7262885218329,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"223",4.72,14.3261601980493,22.0036890987186,17.5241560865788,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"224",4.73,14.1562742523973,21.7712378813366,17.3213830862529,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"225",4.74,13.9853614997417,21.537224178468,17.1179719944534,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
"226",4.75,13.81417291914,21.3016439408871,16.9139252847786,25.7398085172395,"ZH","vmi_qwenzt","gaze_duration"
